verse_key,translation
5:109,ingat allah kumpul rasul kaum seru mu rasul sungguh engkau maha gaib
5:110,ingat allah firman isa putra maryam ingat kepada ibu kuat rohulkudus engkau bicara manusia buai dewasa ingat ajar tulis kepada hikmah taurat injil ingat engkau bentuk tanah burung engkau tiup ekor burung ingat engkau sembuh orang buta lahir orang sakit kusta ingat engkau keluar orang mati kubur hidup ingat halang bani israil bunuh engkau muka nyata kafir sihir nyata
5:111,ingat ilham isa setia rim iman saksi rasul serah muslim
5:112,ingat isa setia isa putra maryam sedia tuhan turun hidang langit isa takwa allah iman
5:113,makan hidang tenteram hati engkau saksi hidang
5:114,isa putra maryam doa ya tuhan turun hidang langit turun raya tanda kuasa engkau ilah rezeki engkau beri rezeki
5:115,allah firman sungguh turun hidang kepada barangsiapa kafir antara turun hidang sungguh azab azab timpa umat manusia alam
5:116,ingat allah firman isa putra maryam engkau jadi ibu tuhan allah isa mahasuci engkau patut bagi hak engkau tahu engkau diri sungguh engkau maha gaib
5:117,kecuali engkau perintah kepada sembah allah tuhan tuhan saksi engkau wafat engkau awas engkau maha saksi
5:118,engkau siksa sungguh engkau ampun sungguh engkau mahaperkasa mahabijaksana
5:119,allah firman orang oleh manfaat benar oleh surga alir bawah kekal dalam allah rida rida menang agung
5:120,milik allah raja langit bumi dalam mahakuasa
6:1,puji allah cipta langit bumi jadi gelap terang kafir sekutu tuhan
6:2,cipta tanah tetap ajal mati batas ragu
6:3,allah sembah langit bumi rahasia nyata kerja
6:4,ayat tuhan orang kafir ingkar
6:5,sungguh dusta benar kelak nyata
6:6,perhati generasi binasa generasi teguh duduk bumi teguh kepada curah hujan lebat jadi alir binasa cipta generasi generasi
6:7,turun kepada muhammad tulis kertas pegang tangan niscaya kafir sihir nyata
6:8,turun malaikat muhammad turun malaikat selesai urus tangguh
6:9,rasul jadi malaikat jadi wujud jadi ragu ragu
6:10,sungguh rasul engkau muhammad turun azab cemooh balas
6:11,muhammad jelajah bumi perhati sudah dusta
6:12,muhammad milik langit bumi milik tetap sifat kasih sayang sungguh kumpul kiamat ragu rugi iman
6:13,malam siang maha dengar maha
6:14,muhammad jadi lindung allah jadi langit bumi makan makan sungguh perintah orang serah allah masuk golong musyrik
6:15,muhammad takut azab kiamat durhaka tuhan
6:16,barangsiapa jauh azab sungguh allah rahmat menang nyata
6:17,allah timpa bencana kepada hilang baik kepada mahakuasa
6:18,kuasa mahabijaksana maha
6:19,muhammad kuat saksi allah saksi wahyu kepada ingat kepada orang dapat saksi allah sungguh tuhan maha esa lepas sekutu allah
6:20,kitab kenal muhammad kenal rugi iman allah
6:21,zalim orang bohong allah dusta sungguh zalim untung
6:22,ingat kumpul firman sekutu allah mana sangka
6:23,bohong kecuali allah ya tuhan sekutu allah
6:24,lihat bohong sembah hilang
6:25,dengar baca muhammad jadi hati tutup paham telinga sumbat tanda benar iman kepada bantah kafir dongeng
6:26,larang orang dengar jauh daripada binasa sadar
6:27,anda engkau muhammad hadap neraka anda kembali dunia dusta tuhan iman
6:28,nyata jahat sembunyi anda kembali dunia ulang larang kerja sungguh dusta
6:29,hidup dunia bangkit
6:30,anda engkau muhammad hadap tuhan engkau peristiwa haru firman bangkit sungguh tuhan firman rasa azab ingkar
6:31,sungguh rugi dusta temu allah kiamat alangkah besar sesal lalai kiamat pikul punggung alangkah buruk pikul
6:32,hidup dunia main senda gurau negeri akhirat sungguh takwa erti
6:33,sungguh sedih hati muhammad sedih hati dusta engkau orang zalim ingkar allah
6:34,sungguh engkau dusta sabar dusta aniaya tolong ubah tetap allah sungguh kepada berita
6:35,paling berat bagi muhammad engkau lubang bumi tangga langit engkau mukjizat buat allah jadi ikut tunjuk engkau bodoh
6:36,dengar patuh seru allah mati kelak bangkit allah kembali
6:37,musyrik turun muhammad mukjizat tuhan sungguh allah kuasa turun mukjizat banyak
6:38,ekor binatang bumi terbang sayap luput kitab tuhan kumpul
6:39,dusta tuli bisu gelap gulita barangsiapa hendak allah sesat niscaya barangsiapa hendak allah tunjuk niscaya jadi jalan lurus
6:40,muhammad terang kepada siksa allah kepada kiamat kepada seru tuhan allah orang
6:41,tolong hilang bahaya mohon tinggal sekutu allah
6:42,sungguh utus rasul engkau siksa timpa melarat sengsara mohon allah rendah hati
6:43,mohon allah rendah hati siksa timpa hati keras setan jadi indah kerja
6:44,lupa ingat buka pintu senang gembira siksa diam putus asa
6:45,zalim musnah puji allah tuhan alam
6:46,muhammad terang kepada allah cabut dengar lihat tutup hati tuhan allah kuasa kembali kepada perhati kuasa paling
6:47,muhammad terang kepada siksa allah kepada ada binasa allah zalim
6:48,rasul utus kabar gembira ingat barangsiapa iman ada baik takut sedih hati
6:49,dusta timpa azab buat fasik buat dosa
6:50,muhammad kepada bendahara allah pada gaib kepada malaikat ikut wahyu orang buta orang pikir nya
6:51,ingat dengan orang takut kumpul hadap tuhan kiamat lindung beri syafaat tolong allah takwa
6:52,engkau usir seru tuhan pagi petang harap engkau pikul tanggung buat pikul tanggung buat sebab engkau hak usir engkau zalim
6:53,uji orang kaya orang miskin orang kaya anugerah allah allah firman allah syukur
6:54,iman kepada salamun alaikum selamat sejahtera tuhan tetap sifat kasih sayang buat jahat bodoh tobat baik maha kam maha sayang
6:55,terang jalan saleh jalan dosa
6:56,muhammad larang sembah sembah ikut ingin buat sungguh sesat orang tunjuk
6:57,muhammad terang nyata tuhan dusta wenang turun azab tuntut segera datang tetap hukum hak allah terang benar beri putus baik
6:58,muhammad anda pada azab segera datang selesai perkara allah zalim
6:59,gaib darat laut hela daun gugur butir biji gelap bumi basah kering tulis kitab nyata lauh mahfuzh
6:60,tidur malam kerja siang bangun siang sempurna umur tetap memberitahukan kepada kerja
6:61,kuasa mutlak kepada jaga mati salah cabut nyawa lalai tugas
6:62,allah kembali allah kuasa tahu hukum buat hitung cepat
6:63,muhammad selamat bencana darat laut doa rendah hati suara lembut selamat bencana syukur
6:64,muhammad allah selamat bencana susah
6:65,muhammad kuasa kirim azab kepada kaki campur tentang rasa ganas perhati kuasa paham nya
6:66,kaum dusta azab azab muhammad tanggung
6:67,berita bawa rasul kelak
6:68,engkau muhammad tinggal alih bicara setan jadi engkau lupa larang engkau duduk zalim
6:69,takwa tanggung wajib takwa
6:70,tinggal jadi agama main senda gurau tipu hidup dunia ingat orang jerumus neraka buat bagi lindung beri syafaat tolong allah tebus tebus niscaya terima jerumus neraka buat minum air didih azab pedih kafir
6:71,muhammad mohon allah manfaat mudarat kembali allah tunjuk orang sesat setan bumi ajak jalan lurus ikut sungguh tunjuk allah tunjuk perintah serah tuhan alam
6:72,laksana salat takwa tuhan himpun
6:73,cipta langit bumi hak kuasa sangkakala tiup gaib nyata mahabijaksana mahateliti
6:74,ingat ibrahim ayah azar pantas engkau jadi tuhan sungguh engkau kaum sesat nyata
6:75,ibrahim kuasa langit bumi
6:76,malam gelap ibrahim bintang bintang benam suka benam
6:77,terbit benam sungguh tuhan tunjuk kepada sesat
6:78,matahari terbit tuhan matahari benam kaum sungguh lepas sekutu
6:79,hadap wajah allah cipta langit bumi penuh pasrah ikut agama musyrik
6:80,kaum bantah ibrahim bantah allah tunjuk kepada takut malapetaka sekutu allah kecuali tuhan ilmu tuhan liput ambil ajar
6:81,takut sekutu allah takut allah turun terang kepada mana golong hak aman malapetaka
6:82,iman mencampuradukkan iman syirik aman tunjuk
6:83,terang ibrahim hadap kaum tinggi derajat hendak sungguh tuhan mahabijaksana maha
6:84,anugerah ishak yakub tunjuk tunjuk nuh turun ibrahim dawud sulaiman ayyub yusuf musa harun balas buat
6:85,zakaria yahya isa ilyas saleh
6:86,ismail alyasa yunus lut lebih derajat umat masa
6:87,lebih derajat nenek moyang turun pilih nabi rasul tunjuk jalan lurus
6:88,tunjuk allah tunjuk hendak sekutu allah lenyap amal kerja
6:89,kitab hikmah nabi quraisy ingkar serah kaum ingkar
6:90,nabi tunjuk allah ikut tunjuk muhammad imbal kepada ingat umat alam
6:91,agung allah mesti allah turun muhammad turun kitab taurat bawa musa cahaya tunjuk manusia jadi kitab kertas bagi sembunyi ajar kepada oleh nenek turun biar sesat
6:92,kitab turun penuh berkah benar turun engkau ingat duduk ummul qura mekah iman hidup akhirat iman pelihara salat
6:93,zalim dusta allah wahyu kepada wahyu orang turun turun alangkah ngeri engkau zalim sakit sakratul maut malaikat pukul tangan keluar balas azab hina allah kata sombong
6:94,cipta karunia kepada tinggal belakang dunia beri syafaat tolong serta anggap allah sungguh putus tali lenyap sangka sekutu allah
6:95,sungguh allah tumbuh butir biji kurma keluar hidup mati keluar mati hidup kuasa allah paling
6:96,singsing pagi jadi malam istirahat jadi matahari hitung tetap allah mahaperkasa maha
6:97,jadi bagi jadi tunjuk gelap darat laut kuasa
6:98,cipta adam bagi tetap simpan sungguh besar
6:99,turun air langit tumbuh air keluar tanam hijau keluar tanam hijau butir mayang kurma urai julai anggur keluar zaitun delima perhati buah buah masak sungguh kuasa allah iman
6:100,musyrik jadi jin allah cipta bohong allah anak anak perempuan dasar tahu mahasuci allah mahatinggi gambar
6:101,allah cipta langit bumi anak istri cipta
6:102,allah tuhan tuhan cipta sembah pelihara
6:103,capai lihat mata lihat mahahalus mahateliti
6:104,sungguh nyata tuhan barangsiapa benar manfaat barangsiapa buta benar rugi muhammad mu
6:105,musyrik engkau ajar ahli kitab
6:106,ikut wahyu tuhan kepada muhammad tuhan paling musyrik
6:107,allah niscaya sekutu jadi engkau jaga engkau pelihara
6:108,maki sembah sembah allah maki allah lampau batas dasar tahu jadi umat anggap kerja tuhan memberitahukan kerja
6:109,sumpah nama allah sungguh mukjizat iman sisi tahu mukjizat iman
6:110,maling hati lihat kali iman biar bingung sesat
6:111,turun malaikat orang mati bicara kumpul hadap iman kecuali allah banyak arti benar
6:112,nabi jadi musuh manusia jin bisik kata indah tipu tuhan niscaya laku biar bohong
6:113,hati iman akhirat tarik bisik senang laku
6:114,pantas cari hakim allah turun kitab kepada rinci kitab turun tuhan ragu
6:115,sempurna firman tuhan adil ubah maha dengar maha
6:116,ikut banyak orang bumi niscaya sesat jalan allah ikut sangka belaka bohong
6:117,sungguh tuhan sesat tunjuk
6:118,makan daging hewan sembelih nama allah iman
6:119,makan daging hewan sembelih nama allah allah kepada kepada kecuali paksa sungguh sesat orang ingin dasar tahu tuhan lampau batas
6:120,tinggal dosa sembunyi sungguh buat dosa kelak balas sesuai kerja
6:121,makan daging hewan sembelih nama allah buat fasik sungguh bisik ban turut orang musyrik
6:122,orang mati hidup cahaya buat jalan orang orang gelap jadi indah kafir kerja
6:123,negeri jadi jahat tipu daya negeri tipu sadar
6:124,ayat percaya iman allah tempat tugas dosa timpa hina sisi allah azab keras tipu daya laku
6:125,barangsiapa hendak allah hidayah tunjuk buka dada terima islam barangsiapa sesat jadi dada sempit sesak daki langit allah timpa siksa iman
6:126,jalan tuhan lurus terima ingat
6:127,sedia damai surga sisi tuhan lindung amal kebaji kerja
6:128,ingat kumpul allah firman golong jin sesat golong manusia ya tuhan senang engkau tentu allah firman neraka kecuali allah sungguh tuhan mahabijaksana maha
6:129,jadi zalim teman sama sesuai kerja
6:130,golong jin manusia kepada kalang kepada ingat temu ya saksi tipu hidup dunia saksi kafir
6:131,rasul utus tuhan binasa negeri zalim duduk lengah
6:132,orang tingkat sesuai kerja tuhan lengah kerja
6:133,tuhan mahakaya penuh rahmat musnah musnah ganti hendak jadi turun golong
6:134,sungguh janji kepada tolak
6:135,muhammad kaum buat duduk buat kelak oleh baik akhirat sungguh zalim untung
6:136,sedia hasil tanam hewan allah sangka allah allah allah buruk tetap
6:137,setan jadi indah musyrik bunuh binasa acau agama allah niscaya kerja biar bohong
6:138,anggap hewan ternak hasil bumi larang makan kecuali orang hewan haram tunggang hewan ternak sembelih sebut nama allah bohong allah kelak allah balas
6:139,perut hewan ternak khusus kaum haram perut lahir mati makan kelak allah balas tetap sungguh allah mahabijaksana maha
6:140,sungguh rugi bunuh bodoh tahu haram rezeki karunia allah bohong allah sungguh sesat tunjuk
6:141,jadi rambat rambat pohon kurma tanam aneka ragam zaitun delima bentuk warna makan buah buah beri hak zakat petik hasil sungguh allah suka
6:142,ternak jadi angkut beban sembelih makan rezeki allah kepada ikut setan sungguh setan musuh nyata bagi
6:143,delapan hewan ternak pasang pasang pasang domba pasang kambing haram allah jantan betina kandung betina terang kepada dasar tahu orang
6:144,unta pasang sapi pasang haram jantan betina kandung betina saksi allah tetap bagi zalim bohong allah sesat tahu sungguh allah tunjuk zalim
6:145,dapat wahyu kepada haram makan makan kecuali daging hewan mati bangkai darah alir daging babi kotor hewan sembelih nama allah barangsiapa paksa lebih batas darurat sungguh tuhan maha kam maha sayang
6:146,yahudi haram hewan kuku haram lemak sapi domba kecuali lekat punggung isi perut campur tulang hukum durhaka sungguh mahabenar
6:147,dusta tuhan rahmat luas dosa elak
6:148,musyrik allah nenek moyang haram dusta rasul rasa azab muhammad tahu muka ikut sangka belaka
6:149,muhammad alas kuat allah niscaya tunjuk
6:150,muhammad bawa bukti allah haram saksi engkau saksi engkau ikut dusta iman akhirat sekutu tuhan
6:151,muhammad mari baca haram tuhan kepada buat bunuh miskin rezeki kepada dekat buat keji sembunyi bunuh orang haram allah kecuali alas perintah kepada erti
6:152,dekat harta anak yatim kecuali manfaat capai usia dewasa sempurna takar timbang adil beban sanggup bicara bicara jujur kerabat mu penuh janji allah perintah kepada
6:153,sungguh lurus ikut ikut perintah kepada takwa
6:154,musa kitab taurat sempurna nikmat orang buat baik tunjuk rahmat iman temu tuhan
6:155,kitab turun penuh berkah ikut takwa rahmat
6:156,turun kitab turun golong yahudi nasrani sungguh perhati baca
6:157,kitab turun tunjuk sungguh kepada jelas nyata tunjuk rahmat tuhan zalim orang dusta allah paling daripada kelak balas paling azab keras paling
6:158,datang malaikat datang tuhan tuhan datang tuhan guna iman iman usaha buat kebaji iman tunggu tunggu
6:159,sungguh pecah belah agama pecah tanggung jawab muhammad sungguh urus serah allah memberitahukan buat
6:160,barangsiapa buat baik balas puluh kali lipat amal barangsiapa buat jahat balas imbang jahat rugi zalim
6:161,muhammad sungguh tuhan beri tunjuk jalan lurus agama agama ibrahim lurus ibrahim musyrik
6:162,muhammad sungguh salat ibadah hidup mati allah tuhan alam
6:163,sekutu perintah kepada orang serah muslim
6:164,muhammad patut cari tuhan allah tuhan buat dosa tanggung pikul beban dosa orang tuhan kepada selisih
6:165,jadi bumi angkat derajat uji karunia kepada sungguh tuhan cepat hukum sungguh maha kam maha sayang
7:1,alif lam mim shad
7:2,kitab turun kepada muhammad engkau sesak dada engkau ingat kitab ajar orang iman
7:3,ikut turun kepada tuhan ikut pimpin ambil ajar
7:4,betapa negeri binasa siksa timpa duduk nya malam istirahat siang
